url,title
https://youtube.com/watch?v=zGrIGZifpwg,"10,000 BC (7/10) Movie CLIP - We Hunt Together (2008) HD"
https://youtube.com/watch?v=bMjYOV8VnYk,"10 Cloverfield Lane (2016) - A Narrow Escape Scene (7/10) | Movieclips"
https://youtube.com/watch?v=jypAc6XYFfA,"10 Cloverfield Lane (2016) - Everyone Outside Is Dead Scene (2/10) | Movieclips"
https://youtube.com/watch?v=DJTF3NmqF7U,"10 Cloverfield Lane (2016) - I Accept Your Apology Scene (5/10) | Movieclips"
https://youtube.com/watch?v=Mc_zp1s60NY,"10 Cloverfield Lane (2016) - Frank & Mildred Scene (3/10) | Movieclips"
https://youtube.com/watch?v=6KqG8CYcMKk,"127 Hours (3/3) Movie CLIP - Radio Show Breakdown (2010) HD"
https://youtube.com/watch?v=5s8dYeDZPAE,"12 Angry Men (6/10) Movie CLIP - A Responsibility (1957) HD"
https://youtube.com/watch?v=TXlHKTPfLVA,"12 Angry Men (8/10) Movie CLIP - These People (1957) HD"
https://youtube.com/watch?v=TUzp2XUhskY,"12 Angry Men (2/10) Movie CLIP - It's the Same Knife! (1957) HD"
https://youtube.com/watch?v=1fsFQ2gF4oE,"12 Angry Men (5/10) Movie CLIP - Re-enactment (1957) HD"
https://youtube.com/watch?v=46kWbFAMHoc,"12 Angry Men (1/10) Movie CLIP - Kids These Days (1957) HD"
https://youtube.com/watch?v=EqDd06GW76o,"12 Angry Men (3/10) Movie CLIP - Who Changed Their Vote? (1957) HD"
https://youtube.com/watch?v=U44_sEUJROI,"12 Angry Men (7/10) Movie CLIP - Down & In (1957) HD"
https://youtube.com/watch?v=RGF6Qyvz2no,"12 Angry Men (9/10) Movie CLIP - Nose Marks (1957) HD"
https://youtube.com/watch?v=e4yCxKv-2qw,"12 Monkeys (2/10) Movie CLIP - Cole Meets Kathryn (1995) HD"
https://youtube.com/watch?v=cu_A-aG8G7U,"12 Monkeys (7/10) Movie CLIP - The Great Escape (1995) HD"
https://youtube.com/watch?v=9l_U2xXb9VI,"12 Monkeys (3/10) Movie CLIP - Plague of Madness (1995) HD"
https://youtube.com/watch?v=q74RKOmIjC8,"12 Monkeys (5/10) Movie CLIP - Explaining to the Doctors (1995) HD"
https://youtube.com/watch?v=TpGPSRGrL3s,"12 Monkeys (1/10) Movie CLIP - The Scientists' Offer (1995) HD"
https://youtube.com/watch?v=eb46yXP211w,"12 Monkeys (6/10) Movie CLIP - Eating a Spider (1995) HD"
https://youtube.com/watch?v=wcztDZ13TLI,"12 Monkeys (4/10) Movie CLIP - Institutionalized With Jeffrey (1995) HD"
https://youtube.com/watch?v=HigxGvmHEdQ,"12 Monkeys (10/10) Movie CLIP - Zoo Animals Run Free (1995) HD"
https://youtube.com/watch?v=AQpPxTYahZo,"12 Rounds 3: Lockdown (2015) - Rookie Mistake Scene (4/5) | Movieclips"
https://youtube.com/watch?v=ZdhLQ1toP9s,"12 Rounds 3: Lockdown (2015) - I Don't Play Nice Scene (5/5) | Movieclips"
https://youtube.com/watch?v=8PALGqaFoFI,"12 Rounds 3: Lockdown (2015) - Firing Policy Scene (2/5) | Movieclips"
https://youtube.com/watch?v=sPlsA3_6hB8,"12 Rounds 3: Lockdown (2015) - Hard Wired Scene (3/5) | Movieclips"
https://youtube.com/watch?v=hgqJjr7pBa0,"13 Hours: The Secret Soldiers of Benghazi (2016) - Welcome to Benghazi Scene (1/10) | Movieclips"
https://youtube.com/watch?v=OxBd2RQI4eQ,"13 Hours: The Secret Soldiers of Benghazi (2016) - They're With Us Scene (10/10) | Movieclips"
https://youtube.com/watch?v=EL3Ma917bug,"13 Hours: The Secret Soldiers of Benghazi (2016) - Take Out the Technical Scene (3/10) | Movieclips"
https://youtube.com/watch?v=HH37JTBpi2A,"2001: A Space Odyssey (1968) - I'm Afraid Scene (4/6) | Movieclips"
https://youtube.com/watch?v=r13I-TuDcWI,"2001: A Space Odyssey Movie CLIP - A Conversation with HAL (1968) HD"
https://youtube.com/watch?v=XDO8OYnmkNY,"2001: A Space Odyssey (1968) - Hal Reads Lips Scene (2/6) | Movieclips"
https://youtube.com/watch?v=Wy4EfdnMZ5g,"2001: A Space Odyssey (1968) - I'm Sorry, Dave Scene (3/6) | Movieclips"
https://youtube.com/watch?v=mnrxJ_2sfpU,"21 (2008) - Illegal Gambling Scene (4/10) | Movieclips"
https://youtube.com/watch?v=pz_yVthhLTE,"21 (2008) - Double-Con Scene (10/10) | Movieclips"
https://youtube.com/watch?v=HC4TZdahtgo,"21 (2008) - Drunken Fight Scene (6/10) | Movieclips"
https://youtube.com/watch?v=MlCYBrLOP3A,"21 (2008) - Counting Cards Scene (5/10) | Movieclips"
https://youtube.com/watch?v=ds0q8DVz94I,"21 (2008) - Winner, Winner, Chicken Dinner Scene (1/10) | Movieclips"
https://youtube.com/watch?v=aiBm3jckAf4,"21 (2008) - How to Count Cards Scene (3/10) | Movieclips"
https://youtube.com/watch?v=f30Twj23WqI,"21 (2008) - Beaten by the Pit Boss Scene (7/10) | Movieclips"
https://youtube.com/watch?v=AcdZaXYh2f0,"21 (2008) - Secret Blackjack Club Scene (2/10) | Movieclips"
https://youtube.com/watch?v=ts4gt7f_rek,"27 Dresses (3/5) Movie CLIP - The Truth About Tess and George (2008) HD"
https://youtube.com/watch?v=0-HM2VCdrC0,"27 Dresses (4/5) Movie CLIP - I Think You Deserve More (2008) HD"
https://youtube.com/watch?v=OI2JPJj1d6s,"27 Dresses (5/5) Movie CLIP - Get Over Here (2008) HD"
https://youtube.com/watch?v=r4K7eNzseCI,"27 Dresses (1/5) Movie CLIP - Can't Say No (2008) HD"
https://youtube.com/watch?v=KGKqdRDo-N8,"2 Days in the Valley (3/8) Movie CLIP - It's Crooked (1996) HD"
https://youtube.com/watch?v=mcWrZOrafnA,"2 Days in the Valley (5/8) Movie CLIP - We Are the Police (1996) HD"
https://youtube.com/watch?v=p_UeWtpIW08,"2 Days in the Valley (7/8) Movie CLIP - Come Out From Behind That Tree (1996) HD"
https://youtube.com/watch?v=OXcI5qu76jY,"2 Days in the Valley (4/8) Movie CLIP - I Don't Need a Nose Job? (1996) HD"
https://youtube.com/watch?v=XDnXI6KXoeg,"300: Rise of an Empire (2014) - The Ecstasy Scene (6/10) | Movieclips"
https://youtube.com/watch?v=-jtzzs0_bM4,"300: Rise of an Empire (2014) - Spartan Rescue Scene (10/10) | Movieclips"
https://youtube.com/watch?v=VOk7mIZRPzI,"300: Rise of an Empire (2014) - Surrender to Me Scene (9/10) | Movieclips"
https://youtube.com/watch?v=4Prc1UfuokY,"300 (2006) - This Is Sparta! Scene (1/5) | Movieclips"
https://youtube.com/watch?v=kmgRv2V_7P4,"300 (2006) - Divine Power Scene (4/5) | Movieclips"
https://youtube.com/watch?v=cDpI6Zzy-vo,"300 (2006) - This Is Where We Fight Scene (2/5) | Movieclips"
https://youtube.com/watch?v=nHByIEUb37Y,"300 (2006) - Remember Us Scene (5/5) | Movieclips"
https://youtube.com/watch?v=gQoU4eEkmus,"30 Minutes or Less (2011) - I'm Wearing a Bomb Scene (2/9) | Movieclips"
https://youtube.com/watch?v=9JkoWs_LIcY,"30 Minutes or Less (2011) - Rooftop Confession Scene (4/9) | Movieclips"
https://youtube.com/watch?v=KqEyt8szupg,"30 Minutes or Less (2011) - The Bomb Explodes Scene (8/9) | Movieclips"
https://youtube.com/watch?v=v_y3mxio87k,"30 Minutes or Less (2011) - The Bank Robbery Scene (5/9) | Movieclips"
https://youtube.com/watch?v=XC_66AiT5xQ,"30 Minutes or Less (2011) - Hitman Attack Scene (7/9) | Movieclips"
https://youtube.com/watch?v=ky98ri9AcsU,"30 Minutes or Less (2011) - Major Tan Scene (9/9) | Movieclips"
https://youtube.com/watch?v=LoBAmFanDhY,"47 Ronin (2013) - Rescuing The Ronin Scene (5/10) | Movieclips"
https://youtube.com/watch?v=4rGia6hIWmk,"(500) Days of Summer (3/5) Movie CLIP - I Love Us (2009) HD"
https://youtube.com/watch?v=bBLKvPSgQ2A,"(500) Days of Summer (5/5) Movie CLIP - All That True Love Nonsense (2009) HD"
https://youtube.com/watch?v=ARoB1nWPsxo,"(500) Days of Summer (2/5) Movie CLIP - Playing House (2009) HD"
https://youtube.com/watch?v=uC1Lmk5qK2Q,"54 (7/12) Movie CLIP - Disco Lessons (1998) HD"
https://youtube.com/watch?v=vzt7Yb_-yiY,"54 (10/12) Movie CLIP - Two Lives (1998) HD"
https://youtube.com/watch?v=GhSSEuAEcm0,"54 (1/12) Movie CLIP - Getting In (1998) HD"
https://youtube.com/watch?v=9I0E9w8Nqfg,"54 (3/12) Movie CLIP - New Bus Boy (1998) HD"
https://youtube.com/watch?v=qPfLNjGXa2M,"54 (8/12) Movie CLIP - Jealousy (1998) HD"
https://youtube.com/watch?v=qKerIOG7jdI,"54 (9/12) Movie CLIP - The Clap (1998) HD"
https://youtube.com/watch?v=Y0FAYOIt-VQ,"54 (6/12) Movie CLIP - Socialites (1998) HD"
https://youtube.com/watch?v=Qxn6aafaNP8,"54 (5/12) Movie CLIP - Names For the List (1998) HD"
https://youtube.com/watch?v=tfvoOEa1OOI,"I Wanna Suck Your C*** - 54 (4/12) Movie CLIP (1998) HD"
https://youtube.com/watch?v=XTfUTOcdkqY,"54 (12/12) Movie CLIP - Steve's Welcome Back Party (1998) HD"
https://youtube.com/watch?v=285GSGx1-7Q,"Adam Driver Shoots Dinosaurs Scene - 65 (2023) | Movieclips"
https://youtube.com/watch?v=zisjsD7xQ94,"65 (2023) - The T-Rex Attack Scene | Movieclips"
https://youtube.com/watch?v=VeWv_QAxpcg,"80 for Brady (2023) - Doing Drugs (on Accident) Scene | Movieclips"
https://youtube.com/watch?v=iazuONx-0d4,"80 for Brady (2023) - Charity Poker Game Scene | Movieclips"
